seed;fold;dia;classe_real_nirrig;classe_predita_nirrig;score_plsda
43;2;D09;1;1;0.7820031926357769
43;2;D10;0;0;0.1792052530349823
43;2;D10;1;1;0.7375741898306291
43;2;D10;1;1;0.7404594914334599
43;2;D10;0;1;0.5180752845425189
43;2;D10;0;0;0.47082754295629226
43;2;D10;1;1;0.6845493494076482
43;2;D10;1;1;0.6843413317504475
43;2;D10;1;1;0.6817526467645161
43;2;D10;0;0;0.1161277407389989
43;2;D10;0;0;0.2183835722876346
43;2;D10;0;0;0.14013492946829553
43;2;D10;1;1;0.595082346631414
43;2;D10;1;1;0.5876210709807076
43;2;D10;1;1;0.6579056284784766
43;2;D10;0;0;0.4477464944641733
43;2;D10;0;1;0.6356011004218912
43;2;D10;0;1;0.6057041350703629
43;2;D10;1;1;0.612402728371233
43;2;D10;1;1;0.6094846744011615
43;3;D02;0;0;0.4471338462044784
43;3;D02;0;1;0.6108329391097264
43;3;D02;1;0;0.489002309218844
43;3;D02;0;1;0.5516883345538574
43;3;D02;0;1;0.5241417501144562
43;3;D02;0;1;0.5219217830556324
43;3;D02;0;1;0.5131071234103344
43;3;D02;1;1;0.9139038703453575
