genotipo;banda_nm;n;W;p_valor;q_fdr;normal_p;normal_q
EMB48;934;56;0.935602991020345;0.005062865329761227;0.020209376182013437;False;False
EMB48;935;56;0.9357539446084702;0.005137012738422085;0.02029899471514101;False;False
EMB48;936;56;0.936039282015965;0.005280305319278348;0.02047497002138936;False;False
EMB48;937;56;0.9363254357699298;0.005428234970031349;0.020888011113572788;False;False
EMB48;938;56;0.9365398241713963;0.005541916794278676;0.02124574083189825;False;False
EMB48;939;56;0.9367323748210645;0.005646152965683142;0.021365792864605396;False;False
EMB48;940;56;0.936820993743481;0.005694816920517136;0.021505419086924018;False;False
EMB48;941;56;0.9368610301798381;0.005716946818653474;0.02151460169735463;False;False
EMB48;942;56;0.9369795241110545;0.005782974863295344;0.021683512695829524;False;False
EMB48;943;56;0.9372661988570173;0.005946055007028554;0.02221376834137626;False;False
EMB48;944;56;0.9372955978609625;0.005963050286277537;0.022215989275843093;False;False
EMB48;945;56;0.9373046837349491;0.005968313062403483;0.022215989275843093;False;False
EMB48;946;56;0.9374318528453905;0.006042487177138376;0.022410743581032205;False;False
EMB48;947;56;0.9375124848518538;0.006090018828656388;0.022505637148782436;False;False
EMB48;948;56;0.9376847238075608;0.006192872543841855;0.022681395691820795;False;False
EMB48;949;56;0.9378967137619079;0.006321975148580282;0.022990019556273333;False;False
EMB48;950;56;0.9379572888542594;0.006359382739715648;0.023044335687556174;False;False
EMB48;951;56;0.9379513997117623;0.006355735770484672;0.023044335687556174;False;False
EMB48;952;56;0.9382598124053986;0.006549715203278763;0.023608903131677933;False;False
EMB48;953;56;0.9388041719849937;0.006907423594845849;0.024510598257835355;False;False
EMB48;954;56;0.9390823262562307;0.007098068635193616;0.02480691562168093;False;False
EMB48;955;56;0.9393100497492659;0.007258259831866212;0.02497766932073423;False;False
EMB48;956;56;0.9393964676813795;0.007320039665166973;0.025103404697331792;False;False
EMB48;957;56;0.9394534588346967;0.007361084279052938;0.025120771807550044;False;False
EMB48;958;56;0.9396992019281941;0.007540852970826424;0.025580933237915913;False;False
EMB48;959;56;0.9400340765114646;0.007793274768099225;0.02616040351779298;False;False
EMB48;960;56;0.9401939005986285;0.007916858087551522;0.026365048095831727;False;False
EMB48;961;56;0.9401962828600596;0.00791871563900066;0.026365048095831727;False;False
EMB48;962;56;0.9403087224043428;0.008006911809031235;0.026573100518322106;False;False
EMB48;963;56;0.9405778164787102;0.008222196524506297;0.02689589325639939;False;False
EMB48;964;56;0.940900701915246;0.008488556552261248;0.02750399603268218;False;False
EMB48;965;56;0.9412259468128447;0.008766027503965313;0.02822468196331689;False;False
EMB48;966;56;0.9413853345292807;0.008905460354176175;0.02853921747877396;False;False
EMB48;967;56;0.9415458559858523;0.00904823709954427;0.028727452463104174;False;False
EMB48;968;56;0.9418748132206407;0.009348379765114774;0.029497733689616;False;False
EMB48;969;56;0.9421944427657784;0.009650019959400742;0.030033673652095482;False;False
EMB48;970;56;0.9423069082644364;0.009758566894674026;0.030233868128363182;False;False
EMB48;971;56;0.9421942446879642;0.0096498299031438;0.030033673652095482;False;False
EMB48;972;56;0.9420408370552562;0.00950380622600776;0.02985039290894627;False;False
EMB48;973;56;0.94210614655532;0.009565687080079084;0.029953014047698016;False;False
EMB48;974;56;0.9422480307434338;0.009701582140548708;0.03010279118043177;False;False
EMB48;975;56;0.9424207016083567;0.009869698268512448;0.030486071007106975;False;False
EMB48;976;56;0.9425615643964504;0.010009105279505099;0.030777623580607136;False;False
EMB48;977;56;0.9428819229255976;0.010333888978124943;0.03148124821541952;False;False
EMB48;978;56;0.9431828488356071;0.0106490340123946;0.03221411321448572;False;False
