genotipo;dia;limiar_agrupamento_abs_rho;correlacao_maxima_aceita_top;posicao;banda_nm;p_valor;q_fdr;epsilon2;delta_cliff;grupo_spearman;vip_pls_da;significativa;vip_acima_de_1;abs_delta_cliff;rho_abs_max_outro_top;distancia_min_outro_top_nm
CD202;D04;0.8;0.8;2;1928;3.301660969487133e-10;1.1101158440029689e-08;0.6207661290322581;0.9140625;153;1.934262775074256;True;True;0.9140625;0.7494505494505496;68.0
CD202;D04;0.8;0.8;3;403;1.9497641198802688e-09;5.061982544144849e-08;0.5648912453473945;-0.873046875;0;1.4710092945013296;True;True;0.873046875;0.7494505494505496;970.0
CD202;D04;0.8;0.8;4;1860;0.0399413890972265;0.042031702944285;0.0519414934863523;0.298828125;146;1.3045943244780895;True;True;0.298828125;0.7469322344322346;47.0
CD202;D04;0.8;0.8;5;1813;0.0249397487323761;0.026724882262332;0.0649687887717121;0.326171875;142;1.082227691697507;True;True;0.326171875;0.7469322344322346;47.0
CD202;D04;0.9;0.9;1;1935;1.3791353521832258e-10;6.018311930484674e-09;0.6482746588089331;0.93359375;156;1.9309694633156675;True;True;0.93359375;0.7723443223443225;75.0
CD202;D04;0.9;0.9;2;1371;0.0010031111026021;0.0012739200442334;0.1584163694168734;-0.478515625;99;1.9254598568376489;True;True;0.478515625;0.8525183150183153;20.0
CD202;D04;0.9;0.9;3;1351;1.8732392436990356e-06;5.975137929746068e-06;0.3503363446029777;-0.693359375;97;1.6296609959121133;True;True;0.693359375;0.8525183150183153;20.0
CD202;D04;0.9;0.9;4;403;1.9497641198802688e-09;5.061982544144849e-08;0.5648912453473945;-0.873046875;0;1.4752948953716203;True;True;0.873046875;0.7723443223443225;948.0
CD202;D04;0.9;0.9;5;1860;0.0399413890972265;0.042031702944285;0.0519414934863523;0.298828125;148;1.3030587260827786;True;True;0.298828125;0.688095238095238;75.0
CD202;D04;0.95;0.95;1;1374;0.0048068218736867;0.0055479975593311;0.112108405707196;-0.41015625;102;1.9181282210587522;True;True;0.41015625;0.8640109890109895;19.0
